SalePrice,GrLivArea
34900,720.0
35311,480.0
37900,968.0
39300,334.0
40000,1317.0
52000,729.0
52500,693.0
55000,944.0
55993,1044.0
58500,864.0
60000,838.0
61000,904.0
62383,864.0
64500,968.0
66500,1131.0
67000,970.5
68400,1128.0
68500,520.0
72500,720.0
73000,764.0
75000,1092.0
75500,630.0
76000,784.0
76500,1306.0
78000,1192.0
79000,1103.3333333333333
79500,935.0
79900,972.5
80000,826.75
80500,912.0
81000,902.6666666666666
82000,979.0
82500,993.3333333333334
83000,911.0
83500,1092.0
84000,845.0
84500,841.3333333333334
84900,930.0
85000,1114.0
85400,987.0
85500,869.0
86000,642.0
87000,1166.25
87500,1040.0
88000,1014.25
89000,616.0
89471,1131.0
89500,1196.5
90000,1557.6666666666667
90350,694.0
91000,951.6666666666666
91300,886.0
91500,1337.0
92000,630.0
92900,1040.0
93000,1149.0
93500,1007.0
94000,1020.0
94500,987.0
94750,960.0
95000,1405.0
96500,964.5
97000,1030.0
97500,1458.0
98000,1245.6666666666667
98300,1048.0
98600,1235.0
99500,918.0
99900,864.0
100000,1065.111111111111
101000,1111.0
101800,1224.0
102000,1242.6666666666667
102776,1178.0
103000,1208.0
103200,882.0
103600,1369.0
104000,2229.0
104900,1479.5
105000,1219.4
105500,832.0
105900,720.0
106000,1475.6666666666667
106250,1294.0
106500,916.5
107000,1167.0
107400,1605.0
107500,1515.3333333333333
107900,901.0
108000,1098.0
108480,1073.0
108500,960.0
108959,1258.0
109000,1045.5
109008,907.0
109500,877.5
109900,1046.6666666666667
110000,1080.8461538461538
110500,984.5
111000,948.0
111250,864.0
112000,1295.5714285714287
112500,905.0
113000,1144.1666666666667
114500,1044.0
114504,1368.0
115000,1188.4166666666667
116000,1092.6666666666667
116050,864.0
116500,858.0
116900,1111.0
117000,1355.0
117500,1567.5
118000,1091.3333333333333
118400,1012.0
118500,1322.75
118858,1535.0
118964,1535.0
119000,1141.5714285714287
119200,1082.0
119500,1137.75
119750,954.0
119900,1041.5
120000,1114.857142857143
120500,830.5
121000,952.0
121500,1392.0
121600,1230.0
122000,1529.0
122500,1827.5
122900,924.0
123000,996.25
123500,1148.0
123600,990.0
124000,1279.8333333333333
124500,1170.25
124900,1324.5
125000,1143.7
125500,1194.75
126000,1286.0
126175,1163.0
126500,1065.0
127000,1269.3333333333333
127500,1220.6666666666667
128000,1272.142857142857
128200,894.0
128500,1051.25
128900,1050.0
128950,1225.0
129000,1151.375
129500,1177.75
129900,1128.5
130000,1329.3636363636363
130250,938.0
130500,1165.0
131000,1278.6666666666667
131400,1144.0
131500,1227.3333333333333
132000,1085.1666666666667
132250,1040.0
132500,1112.1666666666667
133000,1165.6666666666667
133500,864.0
133700,1040.0
133900,1529.5
134000,1144.3333333333333
134432,1588.0
134450,1236.0
134500,1003.5
134800,900.0
134900,1017.0
135000,1340.3529411764705
135500,1186.5
135750,952.0
135900,1716.0
135960,943.0
136000,1799.3333333333333
136500,1244.8
136900,1855.0
136905,1680.0
137000,1330.2
137450,1608.0
137500,1330.1666666666667
137900,2136.0
138000,1236.6666666666667
138500,973.0
138800,1096.0
138887,1784.0
139000,1293.0
139400,1082.0
139500,1489.0
139600,1733.0
139900,1422.0
139950,1144.0
140000,1362.6
140200,1577.0
141000,1163.625
141500,1539.0
142000,1102.0
142125,1078.0
142500,1012.6666666666666
142600,1728.0
142953,2240.0
143000,1325.2
143250,981.0
143500,1276.5
143750,958.0
143900,1696.0
144000,1254.4
144152,1200.0
144500,1187.0
144900,1086.0
145000,1330.7857142857142
145250,1383.0
145500,1053.0
145900,2200.0
146000,1349.3333333333333
146500,1644.0
146800,1062.0
147000,1194.4444444444443
147400,1223.0
147500,1256.0
148000,1123.142857142857
148500,1299.6666666666667
148800,1102.0
149000,1232.5
149300,848.0
149350,1228.0
149500,1452.5
149700,1236.0
149900,1105.75
150000,1339.25
150500,1040.0
150750,1327.0
150900,1728.0
151000,1244.4
151400,2521.0
151500,958.0
152000,1383.5
153000,1374.3333333333333
153337,1224.0
153500,1323.3333333333333
153575,1396.0
153900,1307.5
154000,1328.4
154300,2274.0
154500,1068.0
154900,1343.0
155000,1350.857142857143
155835,1456.0
155900,848.0
156000,1000.25
156500,1478.0
156932,1412.0
157000,1370.0
157500,1508.5
157900,1315.0
158000,1422.5
158500,1152.0
158900,1386.0
159000,1476.5
159434,1520.0
159500,1724.6666666666667
159895,1266.0
159950,1086.0
160000,1855.8333333333333
160200,1145.0
161000,1522.0
161500,1565.0
161750,1392.0
162000,1301.5
162500,1232.0
162900,1618.5
163000,1575.75
163500,1310.5
163900,1482.0
163990,1456.0
164000,1538.0
164500,1272.0
164700,1250.0
164900,1363.0
164990,1310.0
165000,1432.125
165150,1790.0
165400,1656.0
165500,1490.3333333333333
165600,1501.0
166000,1388.5
167000,1480.75
167240,1248.0
167500,1559.0
167900,1472.5
168000,1593.25
168500,1445.3333333333333
169000,2122.3333333333335
169500,1815.0
169900,1034.0
169990,1316.0
170000,1446.625
171000,1611.6
171500,1279.0
171750,1405.0
171900,1250.0
172000,1968.0
172400,1664.0
172500,1614.2
172785,1456.0
173000,1463.4285714285713
173500,1476.0
173733,1224.0
173900,1500.0
174000,1534.2857142857142
174500,1564.0
174900,1165.0
175000,1511.0
175500,1430.0
175900,1586.0
176000,1382.75
176432,1314.0
176485,1302.0
176500,1523.0
177000,1589.0
177500,1422.3333333333333
178000,1575.857142857143
178400,999.0
178740,1414.0
178900,1484.0
179000,1449.6666666666667
179200,1434.5
179400,1501.0
179500,2192.0
179540,1456.0
179600,1422.0
179665,1496.0
179900,1381.8
180000,1502.0
180500,1460.75
181000,1529.2857142857142
181134,1340.0
181500,1262.0
181900,1429.0
182000,1428.0
182900,1440.0
183000,1640.0
183200,1509.0
183500,1720.0
183900,1452.0
184000,1610.0
184100,1419.0
184750,4676.0
184900,1200.0
185000,1563.7
185500,1414.0
185750,1489.0
185850,1364.0
185900,1582.0
186000,1212.0
186500,1672.5
186700,1572.0
187000,1805.3333333333333
187100,1430.0
187500,1546.6666666666667
187750,1301.0
188000,1703.3333333333333
188500,1432.0
188700,1660.0
189000,1728.0
189950,1426.0
190000,1777.4615384615386
191000,1813.5
192000,1563.8
192140,1838.0
192500,1665.5
193000,1666.6666666666667
193500,1910.5
193879,1294.0
194000,1297.3333333333333
194201,1402.0
194500,1623.6666666666667
194700,1362.0
195000,1879.3333333333333
195400,1208.0
196000,1421.3333333333333
196500,1717.0
197000,1907.5
197500,1624.5
197900,1812.6666666666667
198500,1922.0
198900,1226.0
199900,1563.5
200000,2214.625
200100,1802.0
200141,1316.0
200500,2384.0
200624,2515.0
201000,1582.3333333333333
201800,1820.0
202500,1453.0
202665,1368.0
202900,1908.0
203000,1389.0
204000,1628.5
204750,1786.0
204900,1498.0
205000,1793.1666666666667
205950,1665.0
206000,1208.0
206300,1344.0
206900,2112.0
207000,1603.0
207500,1683.6
208300,1218.0
208500,1710.0
208900,1422.5
209500,1554.0
210000,1728.4
211000,1928.0
212000,1643.6666666666667
212900,1552.0
213000,1629.6666666666667
213250,1680.0
213490,1506.0
213500,1567.5
214000,1730.4
214500,2134.0
214900,1894.0
215000,1766.5
215200,1547.0
216000,1674.0
216500,1960.0
216837,1836.0
217000,1876.5
217500,1647.0
218000,1437.0
219210,1863.0
219500,1900.6666666666667
220000,1669.4
221000,1666.5
221500,1614.0
222000,1798.0
222500,2033.0
223000,1844.0
223500,1681.0
224000,1499.0
224500,1692.0
224900,1714.5
225000,1958.3333333333333
226000,1855.0
226700,1768.0
227000,1608.6666666666667
227680,1428.0
227875,1761.0
228000,1902.0
228500,2075.5
228950,1786.0
229000,2183.0
229456,1314.0
230000,1759.25
230500,1936.0
231500,1778.0
232000,1619.3333333333333
232600,1489.0
233000,2084.0
233170,1502.0
233230,1919.0
234000,1818.5
235000,1964.2857142857142
235128,1580.0
236000,2102.5
236500,1702.0
237000,1930.0
237500,2117.0
238000,2127.0
239000,2009.5
239500,2020.0
239686,2149.0
239799,1962.0
239900,1801.0
240000,2065.8333333333335
241000,1550.0
241500,1617.5
242000,2523.5
243000,2158.0
244000,2129.0
244400,2403.0
244600,1468.0
245000,1563.0
245350,1694.0
245500,1288.0
246578,1500.0
248000,2067.5
248328,1689.0
248900,1646.0
249700,1656.0
250000,2223.875
250580,1372.0
251000,1652.0
252000,1953.0
252678,1852.0
253000,1971.0
253293,2042.0
254000,1324.0
254900,1947.0
255000,1812.5
255500,1717.0
255900,2290.0
256000,2227.5
256300,1600.0
257000,1844.0
257500,1839.0
258000,2263.0
259000,1530.0
259500,2320.0
260000,2034.0
260400,1720.0
261500,1872.0
262000,1624.0
262280,2329.0
262500,1861.0
263000,2094.0
263435,1935.0
264132,1506.0
264561,1567.0
265000,2344.0
265900,1484.0
265979,2640.0
266000,1811.5
266500,2340.0
267000,2452.0
268000,2256.0
269500,1968.0
269790,2013.0
270000,1694.0
271000,1908.0
271900,2196.0
272000,2236.5
274000,1518.0
274300,2097.0
274725,2021.0
274900,1713.0
274970,2201.0
275000,1744.6
275500,2098.0
276000,2574.0
277000,2103.0
277500,1561.0
278000,2091.5
279500,1494.0
280000,1866.25
281000,1970.0
281213,2482.0
282922,1464.0
283463,1776.0
284000,1837.5
285000,2304.6666666666665
286000,1593.0
287000,2580.5
287090,1578.0
289000,1801.0
290000,2301.4
293077,1646.0
294000,2167.0
295000,3493.0
295493,1630.0
297000,1718.0
299800,2715.0
301000,2730.0
301500,1987.0
302000,2317.0
303477,2610.0
305000,2262.0
305900,2000.0
306000,1704.0
307000,1694.0
309000,2452.0
310000,2263.5
311500,1954.0
311872,1726.0
312500,1800.0
313000,2153.0
314813,1828.0
315000,2293.75
315500,1620.0
315750,2398.0
316600,2132.0
317000,2473.0
318000,1714.0
318061,1869.0
319000,1826.0
319900,1752.0
320000,2321.75
324000,1719.0
325000,2388.25
325300,2376.0
325624,2161.0
326000,1850.0
328000,2260.0
328900,1709.0
333168,2599.0
335000,2201.6666666666665
336000,2612.0
337000,2365.0
337500,1718.0
339750,2078.0
340000,2458.0
341000,2418.0
342643,2596.0
345000,2514.0
348000,2392.0
350000,2168.5
354000,2468.0
359100,3194.0
360000,1944.0
361919,2576.0
367294,1702.0
369900,2028.0
370878,1766.0
372402,1710.0
372500,2046.0
374000,1792.0
375000,2036.0
377426,1922.0
377500,1746.0
378500,2018.0
380000,2643.0
381000,3447.0
383970,2696.0
385000,1963.0
386250,2392.0
392000,1419.0
392500,1652.0
394432,1856.0
394617,1932.0
395000,1973.0
395192,1940.0
402000,2448.0
402861,2020.0
403000,2794.0
410000,3238.0
412500,2668.0
415298,2121.0
423000,2097.0
424870,2828.0
426000,2332.0
430000,3228.0
437154,2728.0
438780,2945.0
440000,1976.0
446261,2713.0
451950,2296.0
465000,2076.0
466500,2633.0
475000,3608.0
485000,3140.0
501837,2234.0
538000,3279.0
555000,2402.0
556581,2868.0
582933,2822.0
611657,2364.0
625000,3627.0
745000,4476.0
755000,4316.0
