SalePrice,YearBuilt
34900,1920.0
35311,1949.0
37900,1910.0
39300,1946.0
40000,1920.0
52000,1935.0
52500,1941.0
55000,1926.0
55993,1952.0
58500,1914.0
60000,1938.0
61000,1922.0
62383,1965.0
64500,1927.0
66500,1941.0
67000,1917.0
68400,1920.0
68500,1927.0
72500,1949.0
73000,1925.0
75000,1970.0
75500,1972.0
76000,1928.0
76500,1940.0
78000,1920.0
79000,1918.3333333333333
79500,1930.0
79900,1923.0
80000,1953.75
80500,1947.0
81000,1939.0
82000,1952.3333333333333
82500,1952.3333333333333
83000,1946.5
83500,1973.0
84000,1957.0
84500,1970.3333333333333
84900,1946.0
85000,1927.75
85400,1971.0
85500,1923.0
86000,1936.6666666666667
87000,1925.25
87500,1949.0
88000,1959.25
89000,1921.0
89471,1937.0
89500,1945.5
90000,1938.6666666666667
90350,1913.0
91000,1941.6666666666667
91300,1938.0
91500,1959.5
92000,1970.0
92900,1950.0
93000,1953.6666666666667
93500,1970.5
94000,1875.0
94500,1972.0
94750,1965.0
95000,1920.5
96500,1918.0
97000,1965.6666666666667
97500,1948.0
98000,1928.6666666666667
98300,1950.0
98600,1961.0
99500,1979.0
99900,1922.0
100000,1939.4444444444443
101000,1920.0
101800,1962.0
102000,1934.3333333333333
102776,1900.0
103000,1925.0
103200,1956.0
103600,1925.0
104000,1912.0
104900,1922.0
105000,1929.2
105500,1954.0
105900,1928.0
106000,1946.0
106250,1900.0
106500,1947.5
107000,1955.6666666666667
107400,1915.0
107500,1919.0
107900,1954.0
108000,1942.8333333333333
108480,1921.0
108500,1920.0
108959,1969.0
109000,1946.5
109008,1957.0
109500,1940.0
109900,1944.0
110000,1951.1538461538462
110500,1935.0
111000,1954.0
111250,1972.0
112000,1948.857142857143
112500,1964.5
113000,1942.5
114500,1946.0
114504,1910.0
115000,1947.75
116000,1930.3333333333333
116050,1970.0
116500,1958.0
116900,1926.0
117000,1932.5
117500,1922.5
118000,1956.5
118400,1920.0
118500,1952.5
118858,1979.0
118964,1979.0
119000,1940.5714285714287
119200,1948.0
119500,1966.0
119750,1938.0
119900,1952.0
120000,1950.142857142857
120500,1952.75
121000,1916.0
121500,1957.0
121600,1946.0
122000,1931.0
122500,1928.0
122900,1949.0
123000,1965.75
123500,1952.0
123600,1994.0
124000,1953.0
124500,1965.75
124900,1931.0
125000,1957.9
125500,1934.25
126000,1970.3333333333333
126175,1955.0
126500,1960.0
127000,1947.888888888889
127500,1956.3333333333333
128000,1937.857142857143
128200,1976.0
128500,1960.75
128900,1956.0
128950,1959.0
129000,1961.5
129500,1958.5
129900,1955.5
130000,1962.2727272727273
130250,1975.0
130500,1968.0
131000,1957.6666666666667
131400,1961.0
131500,1974.0
132000,1943.1666666666667
132250,1963.0
132500,1960.1666666666667
133000,1959.6666666666667
133500,1972.0
133700,1959.0
133900,1941.0
134000,1975.6666666666667
134432,1959.0
134450,1957.0
134500,1957.5
134800,1951.0
134900,1959.5
135000,1951.764705882353
135500,1961.0
135750,1956.0
135900,1912.0
135960,1979.0
136000,1949.3333333333333
136500,1967.0
136900,1954.0
136905,1976.0
137000,1951.8
137450,1925.0
137500,1956.5
137900,1951.0
138000,1975.3333333333333
138500,1966.5
138800,1969.0
138887,1914.0
139000,1952.090909090909
139400,1942.0
139500,1940.0
139600,1955.0
139900,1960.0
139950,1961.0
140000,1957.9
140200,1939.0
141000,1966.625
141500,1936.0
142000,1961.75
142125,1950.0
142500,1987.6666666666667
142600,1965.0
142953,1979.0
143000,1967.0
143250,1971.0
143500,1977.0
143750,1976.0
143900,1962.0
144000,1965.2
144152,2005.0
144500,1980.5
144900,1954.0
145000,1963.2142857142858
145250,1960.0
145500,1959.0
145900,1900.0
146000,1983.3333333333333
146500,1942.0
146800,1976.0
147000,1971.111111111111
147400,2005.0
147500,1965.0
148000,1976.857142857143
148500,1974.6666666666667
148800,2004.0
149000,1958.25
149300,2004.0
149350,1966.0
149500,1965.5
149700,1957.0
149900,1969.75
150000,1967.0
150500,1977.0
150750,1959.0
150900,1976.0
151000,1987.0
151400,1973.0
151500,1960.0
152000,1966.8333333333333
153000,1955.3333333333333
153337,1979.0
153500,1973.6666666666667
153575,1915.0
153900,1954.0
154000,1972.8
154300,1960.0
154500,1963.0
154900,1921.0
155000,1966.357142857143
155835,2006.0
155900,2004.0
156000,1976.75
156500,1957.0
156932,2006.0
157000,1964.8333333333333
157500,1932.0
157900,1960.0
158000,1973.5
158500,1950.0
158900,1978.0
159000,1969.0
159434,1932.0
159500,1942.0
159895,2007.0
159950,1966.0
160000,1959.1666666666667
160200,2005.0
161000,1926.5
161500,1962.0
161750,1977.0
162000,1983.0
162500,1984.0
162900,1953.0
163000,1934.5
163500,1945.5
163900,1992.0
163990,2005.0
164000,1975.6666666666667
164500,1987.5
164700,2006.0
164900,1951.0
164990,2005.0
165000,1969.125
165150,1972.0
165400,2003.0
165500,1964.0
165600,1993.0
166000,1954.5
167000,1962.75
167240,2005.0
167500,1958.6666666666667
167900,1970.5
168000,1948.5
168500,1986.3333333333333
169000,1954.6666666666667
169500,1946.5
169900,1976.0
169990,2005.0
170000,1969.0
171000,1976.4
171500,1977.0
171750,2003.0
171900,2006.0
172000,1969.0
172400,2000.0
172500,1988.0
172785,2006.0
173000,1993.0
173500,2005.0
173733,2009.0
173900,2005.0
174000,1991.7142857142858
174500,1941.0
174900,1966.0
175000,1976.3333333333333
175500,1985.6666666666667
175900,1999.5
176000,1990.75
176432,2006.0
176485,2007.0
176500,1978.0
177000,1959.8
177500,1979.0
178000,1983.4285714285713
178400,1961.0
178740,2004.0
178900,2005.0
179000,1995.6666666666667
179200,1991.5
179400,1999.0
179500,1939.0
179540,2007.0
179600,2004.0
179665,2006.0
179900,1981.0
180000,1985.7
180500,1959.25
181000,1993.142857142857
181134,2007.0
181500,1976.0
181900,1960.0
182000,2007.0
182900,1981.0
183000,2003.0
183200,2002.0
183500,2004.0
183900,1999.0
184000,1971.75
184100,2002.0
184750,2007.0
184900,2003.0
185000,1983.0
185500,2004.0
185750,1968.0
185850,2005.0
185900,2004.0
186000,2009.0
186500,2002.5
186700,1963.0
187000,1977.6666666666667
187100,2001.0
187500,1986.3333333333333
187750,2006.0
188000,1989.6666666666667
188500,2004.0
188700,1934.0
189000,1984.3333333333333
189950,1918.0
190000,1981.076923076923
191000,1980.5
192000,1996.0
192140,2005.0
192500,2003.5
193000,1998.6666666666667
193500,1981.0
193879,2006.0
194000,1996.6666666666667
194201,2006.0
194500,1998.0
194700,2005.0
195000,1994.0
195400,2007.0
196000,1995.3333333333333
196500,1996.0
197000,1977.5
197500,1974.0
197900,1980.3333333333333
198500,2003.0
198900,2009.0
199900,2002.0
200000,1982.875
200100,1920.0
200141,2007.0
200500,1972.0
200624,1957.0
201000,2001.3333333333333
201800,1965.0
202500,1998.3333333333333
202665,2005.0
202900,2002.0
203000,2000.5
204000,1997.5
204750,1997.0
204900,2006.0
205000,1973.0
205950,2007.0
206000,2006.0
206300,1997.0
206900,1969.0
207000,1963.5
207500,1986.2
208300,2009.0
208500,2003.0
208900,2001.5
209500,2006.0
210000,1981.4
211000,1993.0
212000,1996.0
212900,2005.0
213000,1999.0
213250,1998.0
213490,2005.0
213500,2003.5
214000,2002.2
214500,1916.0
214900,2002.0
215000,1990.25
215200,2009.0
216000,2000.0
216500,2002.0
216837,2004.0
217000,1975.0
217500,1977.0
218000,1976.0
219210,2006.0
219500,1980.0
220000,1987.2
221000,2000.0
221500,2005.0
222000,1998.0
222500,1999.5
223000,1969.0
223500,1962.0
224000,1981.5
224500,2009.0
224900,2000.5
225000,1983.3333333333333
226000,1990.0
226700,2005.0
227000,2003.0
227680,2008.0
227875,2007.0
228000,1987.0
228500,1995.5
228950,1965.0
229000,1988.0
229456,2009.0
230000,1986.875
230500,2000.0
231500,1999.0
232000,2004.6666666666667
232600,2006.0
233000,2004.0
233170,2009.0
233230,2006.0
234000,1964.5
235000,1970.857142857143
235128,2007.0
236000,1996.5
236500,1998.0
237000,2002.5
237500,1970.0
238000,1991.0
239000,1974.6666666666667
239500,1995.0
239686,2003.0
239799,2006.0
239900,2005.0
240000,1979.8333333333333
241000,2006.0
241500,1971.0
242000,1963.5
243000,1950.0
244000,1980.3333333333333
244400,1940.0
244600,2008.0
245000,2007.0
245350,2008.0
245500,1996.0
246578,2006.0
248000,1997.0
248328,2007.0
248900,2006.0
249700,2006.0
250000,1985.75
250580,2007.0
251000,2000.0
252000,2005.0
252678,2009.0
253000,2005.0
253293,2008.0
254000,2006.0
254900,2004.0
255000,2004.0
255500,2006.0
255900,2002.0
256000,1937.0
256300,2007.0
257000,2005.0
257500,1957.0
258000,1998.0
259000,2004.0
259500,1945.0
260000,1992.1666666666667
260400,1996.0
261500,2001.0
262000,1994.0
262280,1990.0
262500,1988.0
263000,2003.0
263435,2009.0
264132,2008.0
264561,2006.0
265000,1996.0
265900,2006.0
265979,1880.0
266000,2005.5
266500,1941.0
267000,1998.0
268000,1981.0
269500,2009.0
269790,1996.0
270000,2001.0
271000,1998.0
271900,1990.0
272000,1989.0
274000,2003.0
274300,1998.0
274725,2006.0
274900,2004.0
274970,1966.0
275000,1996.8
275500,2005.0
276000,2007.0
277000,1973.0
277500,2005.0
278000,1990.5
279500,2006.0
280000,1995.75
281000,2006.0
281213,2005.0
282922,2007.0
283463,2006.0
284000,2003.0
285000,1999.0
286000,2001.0
287000,1988.5
287090,2008.0
289000,1959.0
290000,1997.8
293077,2007.0
294000,1974.0
295000,1880.0
295493,2008.0
297000,2007.0
299800,1976.0
301000,1986.0
301500,1994.0
302000,1980.5
303477,2007.0
305000,2003.0
305900,2004.0
306000,2007.0
307000,2004.0
309000,2004.0
310000,2000.5
311500,1939.0
311872,2007.0
312500,2002.0
313000,2000.0
314813,2007.0
315000,1985.0
315500,2007.0
315750,1996.0
316600,1983.0
317000,2004.0
318000,2007.0
318061,2007.0
319000,2005.0
319900,2005.0
320000,2002.0
324000,1993.0
325000,1974.5
325300,2005.0
325624,2007.0
326000,2004.0
328000,1996.0
328900,1999.0
333168,1999.0
335000,1985.3333333333333
336000,1998.0
337000,1999.0
337500,2006.0
339750,2007.0
340000,2001.0
341000,1993.0
342643,2006.0
345000,1988.5
348000,1997.0
350000,1999.5
354000,2004.0
359100,1934.0
360000,2003.0
361919,2006.0
367294,2008.0
369900,2005.0
370878,2009.0
372402,2007.0
372500,2008.0
374000,2003.0
375000,1965.0
377426,2005.0
377500,2006.0
378500,2008.0
380000,2006.0
381000,1935.0
383970,2007.0
385000,1994.0
386250,2003.0
392000,2007.0
392500,2008.0
394432,2010.0
394617,2008.0
395000,2006.0
395192,2009.0
402000,1994.0
402861,2009.0
403000,1995.0
410000,1995.0
412500,2003.0
415298,2006.0
423000,2005.0
424870,2006.0
426000,2007.0
430000,1992.0
437154,2005.0
438780,2006.0
440000,2006.0
446261,2008.0
451950,2008.0
465000,2006.0
466500,2001.0
475000,1892.0
485000,2008.0
501837,2008.0
538000,2003.0
555000,2008.0
556581,2005.0
582933,2008.0
611657,2009.0
625000,1995.0
745000,1996.0
755000,1994.0
